"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"PV-MOD: Modificación — combinaciones VNO × OLT × operación faltantes en la matriz.","4","test_mod_matriz[PV-MOD-221-DTV-OLT-SAN-003-True-SPEED_CHANGE]","tests.api","2026-07-20","passed","2026-07-20","","test_modification","",""
"PV-MOD: Modificación — combinaciones VNO × OLT × operación faltantes en la matriz.","4","test_mod_matriz[PV-MOD-226-CVTR-OLT-VAL-001-False-UNBLOCK]","tests.api","2026-07-20","passed","2026-07-20","","test_modification","",""
"PASO 1 — Alta de acceso FTTH (service-activation).","5","test_e2e_01_alta[Nokia-DTV]","tests.e2e","2026-07-20","passed","2026-07-20","TestLifecycleFTTHAllVNOs","test_lifecycle_ftth_all_vnos","",""
"PASO 1 — Alta de acceso FTTH (service-activation).","4","test_e2e_01_alta[Nokia-WOM]","tests.e2e","2026-07-20","passed","2026-07-20","TestLifecycleFTTHAllVNOs","test_lifecycle_ftth_all_vnos","",""
"
        ESCENARIO: Usuario con rol VIEWER intenta dar de baja.

        VIEWER solo puede leer — no puede modificar la red.

        Resultado esperado: HTTP 403.
        ","3","test_baj12_viewer_no_puede_dar_de_baja","tests.api","2026-07-20","passed","2026-07-20","TestBajaRBACPortal","test_deactivation","",""
"
        ESCENARIO: La respuesta de la OLT no contiene la línea del INDEX.

        Puede ocurrir si el comando falló antes de asignar el port.
        En este caso el parser debe lanzar un error — no retornar None
        o un valor falso, porque eso causaría errores silenciosos.

        Resultado esperado: CommandBuilderError.
        ","2","test_parse_service_port_index_sin_index_lanza_error","tests.unit","2026-07-20","passed","2026-07-20","TestHuaweiServicePortIndex","test_command_builder","",""
"
        ESCENARIO: Consulta de estado con token de API VNO (no token de portal).

        ServiceNow usa su token VNO para consultar el estado de una operación
        que encoló previamente. El endpoint debe aceptar tokens de API VNO
        con scope komands:query, no solo tokens de portal con transaction:read.

        Resultado esperado: HTTP 200.
        ","4","test_ops07_vno_api_token_puede_consultar_estado[TCH[00]-pon-transfer-pon-transfer]","tests.api","2026-07-20","passed","2026-07-20","TestEstadoOperacionVNOToken","test_operation_status","",""
"
        ESCENARIO: Consulta de estado con UUID real (el que devolvió el POST).

        ServiceNow consulta el estado de una operación asíncrona usando el
        txn_id que recibió en la respuesta 202 del POST correspondiente.

        Resultado esperado: HTTP 200 con txn_id, status y result.
        ","4","test_ops01_estado_uuid_valido_devuelve_200[pon-transfer-pon-transfer]","tests.api","2026-07-20","passed","2026-07-20","TestEstadoOperacionOK","test_operation_status","",""
"PASO 4 — Consultar estado Modificacion.","3","test_e2e_04_estado_modificacion[Huawei-Entel]","tests.e2e","2026-07-20","passed","2026-07-20","TestLifecycleFTTHAllVNOs","test_lifecycle_ftth_all_vnos","",""
"PASO 8 — Consultar estado Baja. Cierra el ciclo de vida del acceso.","4","test_e2e_08_estado_baja[Nokia-Entel]","tests.e2e","2026-07-20","passed","2026-07-20","TestLifecycleFTTHAllVNOs","test_lifecycle_ftth_all_vnos","",""
"Baja: OLT inaccesible devuelve u_return_code=40.","3","test_rc001b_baja_olt_access_error","tests.api","2026-07-20","passed","2026-07-20","TestCodigosRealesJeffrey","test_return_codes_real","",""
"
        ESCENARIO: Token con formato inválido.

        Resultado esperado: HTTP 401.
        ","2","test_rst07_token_malformado_devuelve_401","tests.api","2026-07-20","passed","2026-07-20","TestResetSinAutenticacion","test_reset_ont","",""
"
        ESCENARIO: Swap Nokia — el nuevo serial debe aparecer en los comandos.

        'sernum ALCLF7654321' es lo que registra el nuevo equipo físico.

        Resultado esperado: los comandos contienen 'sernum ALCLF7654321'.
        ","0","test_nokia_swap_contiene_serial_nuevo","tests.unit","2026-07-20","passed","2026-07-20","TestDeviceModification","test_command_builder","",""
"PASO 6 — Consultar estado Cambio Dispositivo.","4","test_e2e_06_estado_cambio_dispositivo[Huawei-Generico]","tests.e2e","2026-07-20","passed","2026-07-20","TestLifecycleFTTHAllVNOs","test_lifecycle_ftth_all_vnos","",""
"PV-ONT: Alta falla → ROLLED_BACK — combinaciones VNO × OLT faltantes.

    El centinela new_serial_ont=""FAIL00000000"" hace que el mock devuelva ROLLED_BACK
    (simula que la baja del ONT viejo fue exitosa pero el alta del nuevo falló).
    ","3","test_ont_matriz_fallo_alta_rolled_back[PV-ONT-261-ENTEL-OLT-SCL-010-False]","tests.api","2026-07-20","passed","2026-07-20","","test_device_modification","",""
"
        ESCENARIO: build_device_modification con product=""SSAA"".

        Swap solo aplica a FTTH.

        Resultado esperado: CommandBuilderError con mención de ""SSAA"".
        ","1","test_swap_producto_no_soportado_lanza_error","tests.unit","2026-07-20","passed","2026-07-20","TestValidacionVendorProducto","test_command_builder","",""
"","0","test_device_modification_sync","tests.integration","2026-07-20","skipped","2026-07-20","TestAPIMFlowsVNO03","test_blueplanet_flows","",""
"PV-PAR-313: Paridad Baja SSAA Entel/Nokia — Komands ≡ BluePlanet.","0","test_par313_entel_nokia_ssaa_baja_paridad_komands_blueplanet","tests.api","2026-07-20","skipped","2026-07-20","TestParidadENTELNokiaSSAA","test_par_provision","",""
"PASO 6 — Consultar estado Cambio Dispositivo.","3","test_e2e_06_estado_cambio_dispositivo[Nokia-TCH]","tests.e2e","2026-07-20","passed","2026-07-20","TestLifecycleFTTHAllVNOs","test_lifecycle_ftth_all_vnos","",""
"PASO 7 — Baja de acceso con serial post-swap (unsubscription).","3","test_e2e_07_baja[Nokia-Claro]","tests.e2e","2026-07-20","passed","2026-07-20","TestLifecycleFTTHAllVNOs","test_lifecycle_ftth_all_vnos","",""
"
        ESCENARIO: Nokia FTTH — cambio de puerto PON en la misma OLT Nokia.

        El cliente continúa en OLT-SAN-001 pero pasa del puerto 3 al puerto 4
        (por ejemplo, por mantenimiento del puerto de origen).
        Komands debe encolar el cambio y responder 202 con txn_id.

        Resultado esperado: HTTP 202 con status=PENDING y txn_id.
        ","4","test_fib01_nokia_ftth_cambio_puerto_pon_acepta_y_encola[ENTEL[03]]","tests.api","2026-07-20","passed","2026-07-20","TestFiberChangeHappyPath","test_fiber_change","",""
"
        ESCENARIO: Swap Huawei — el service-port del ONT viejo debe borrarse.

        Igual que en la baja, se usa el INDEX dinámico (R10) para identificar
        el service-port a borrar.

        Resultado esperado: los comandos contienen 'undo service-port 1025'.
        ","1","test_huawei_swap_contiene_undo_service_port","tests.unit","2026-07-20","passed","2026-07-20","TestDeviceModification","test_command_builder","",""
"PASO 7 — Baja de acceso con serial post-swap (unsubscription).","3","test_e2e_07_baja[Huawei-TCH]","tests.e2e","2026-07-20","passed","2026-07-20","TestLifecycleFTTHAllVNOs","test_lifecycle_ftth_all_vnos","",""
"
        ESCENARIO: Consulta de estado con UUID real (el que devolvió el POST).

        ServiceNow consulta el estado de una operación asíncrona usando el
        txn_id que recibió en la respuesta 202 del POST correspondiente.

        Resultado esperado: HTTP 200 con txn_id, status y result.
        ","4","test_ops01_estado_uuid_valido_devuelve_200[service-activation-service-activation]","tests.api","2026-07-20","passed","2026-07-20","TestEstadoOperacionOK","test_operation_status","",""
"PV-PAR-306: Paridad Cambio de ONT FTTH ClaroVTR/Huawei MA5800 — Komands ≡ BluePlanet.","0","test_par306_cvtr_huawei5800_cambio_ont_paridad_komands_blueplanet","tests.api","2026-07-20","skipped","2026-07-20","TestParidadCVTRHuaweiMA5800","test_par_provision","",""
"
        ESCENARIO: Token JWT con fecha de expiración pasada.

        Resultado esperado: HTTP 401.
        ","3","test_mod08_token_expirado_devuelve_401","tests.api","2026-07-20","passed","2026-07-20","TestModificacionSinAutenticacion","test_modification","",""
"","0","test_device_modification_async","tests.integration","2026-07-20","skipped","2026-07-20","TestAPIMFlowsVNO03","test_blueplanet_flows","",""
"
        ESCENARIO: build_deactivation con vendor=""cisco"".

        El guard de vendor aplica en la baja igual que en la activación.

        Resultado esperado: CommandBuilderError con mención del vendor.
        ","1","test_baja_vendor_desconocido_lanza_error","tests.unit","2026-07-20","passed","2026-07-20","TestValidacionVendorProducto","test_command_builder","",""
"PASO 8 — Consultar estado Baja. Cierra el ciclo de vida del acceso.","3","test_e2e_08_estado_baja[Nokia-WOM]","tests.e2e","2026-07-20","passed","2026-07-20","TestLifecycleFTTHAllVNOs","test_lifecycle_ftth_all_vnos","",""
"PASO 2 — Consultar estado Alta.","3","test_e2e_02_estado_alta[Nokia-TCH]","tests.e2e","2026-07-20","passed","2026-07-20","TestLifecycleFTTHAllVNOs","test_lifecycle_ftth_all_vnos","",""
"PASO 8 — Consultar estado Baja. Cierra el ciclo de vida del acceso.","4","test_e2e_08_estado_baja[Nokia-CVTR]","tests.e2e","2026-07-20","passed","2026-07-20","TestLifecycleFTTHAllVNOs","test_lifecycle_ftth_all_vnos","",""
"
        ESCENARIO: Conmutación BP→Komands — flag FTTH activado para la VNO seleccionada.

        Cuando el Feature Flag está activo para la VNO+FTTH, Komands debe
        procesar la baja y devolver 202+ACCEPTED. Es la condición normal
        de operación para los VNOs que ya migraron a Komands.

        Resultado esperado: HTTP 202.
        ","8","test_flg01_flag_activo_baja_devuelve_202[CVTR[02]]","tests.api","2026-07-20","passed","2026-07-20","TestFeatureFlagsBaja","test_feature_flags_postventa","",""
"
        ESCENARIO: Una baja Huawei con INDEX parcial hace rollback — callback notifica
        ROLLED_BACK con el objeto error completo.

        ROLLED_BACK es el estado más crítico: Komands empezó a ejecutar,
        algo falló, y tuvo que deshacer los cambios.
        ServiceNow debe abrir un incidente porque la red estuvo en estado
        inconsistente durante el rollback.

        Resultado esperado: callback con status=ROLLED_BACK y error.code=KMD-2002.
        ","24","test_cbk03_operacion_rolled_back_callback_notifica_estado_y_error","tests.api","2026-07-20","passed","2026-07-20","TestCallbackContrato","test_callbacks","",""
"
        ESCENARIO: Cambio de velocidad Nokia FTTH — nuevo perfil 200M_50M.

        Es la operación de modificación más frecuente en post-venta.

        Resultado esperado: HTTP 202.
        ","5","test_mod01_nokia_speed_change_devuelve_202","tests.api","2026-07-20","passed","2026-07-20","TestModificacionValida","test_modification","",""
"PV-CAN: Transacción en progreso → 409 KMD-3003 — combinaciones VNO × OLT faltantes.","3","test_can_matriz_txn_en_progreso_409[ids2-CVTR-OLT-VAL-001-False-CVTR/Nokia]","tests.api","2026-07-20","passed","2026-07-20","","test_cancel_order","",""
"
        ESCENARIO: Baja válida → el status inicial es PENDING.

        La baja es asíncrona — el estado final llega por callback.

        Resultado esperado: campo status == ""PENDING"".
        ","4","test_baj14_respuesta_contiene_status_pending","tests.api","2026-07-20","passed","2026-07-20","TestBajaRespuesta","test_deactivation","",""
"
        Modificación de servicio: el servicio ya está activo en la OLT.

        El servidor real devuelve u_return_code=70 cuando intenta activar un
        servicio que ya figura como activo en la OLT — la OLT rechaza la
        operación y el servidor reporta el estado sin modificar nada.
        ","4","test_rc004_modificacion_servicio_ya_activo","tests.api","2026-07-20","passed","2026-07-20","TestCodigosRealesJeffrey","test_return_codes_real","",""
"PV-PAR-321: Paridad Cambio de ONT FTTH Movistar/Nokia — Komands ≡ BluePlanet.","0","test_par321_tch_nokia_ftth_cambio_ont_paridad_komands_blueplanet","tests.api","2026-07-20","skipped","2026-07-20","TestParidadTCHNokiaFTTH","test_par_provision","",""
"PASO 1 — Alta de acceso FTTH (service-activation).","4","test_e2e_01_alta[Huawei-Generico]","tests.e2e","2026-07-20","passed","2026-07-20","TestLifecycleFTTHAllVNOs","test_lifecycle_ftth_all_vnos","",""
"PASO 3 — Cambio Plan Comercial 100M/20M -> 200M/50M (service-modification).","3","test_e2e_03_modificacion[Nokia-Claro]","tests.e2e","2026-07-20","passed","2026-07-20","TestLifecycleFTTHAllVNOs","test_lifecycle_ftth_all_vnos","",""
"PV-RST: ONT no encontrado (KMD-2002) — combinaciones VNO × OLT faltantes.","4","test_rst_matriz_ont_not_found[PV-RST-291-TCH-OLT-SCL-010-False]","tests.api","2026-07-20","passed","2026-07-20","","test_reset_ont","",""
"
        ESCENARIO: Reset Nokia FTTH — el ONT ID no existe en la OLT.

        Resultado esperado: HTTP 202 con estado FAILED y error_code KMD-2002.
        ","3","test_rst16_nokia_ont_no_encontrado_retorna_failed","tests.api","2026-07-20","passed","2026-07-20","TestResetONTNoEncontrado","test_reset_ont","",""
"
        ESCENARIO: Consulta de estado con token de API VNO (no token de portal).

        ServiceNow usa su token VNO para consultar el estado de una operación
        que encoló previamente. El endpoint debe aceptar tokens de API VNO
        con scope komands:query, no solo tokens de portal con transaction:read.

        Resultado esperado: HTTP 200.
        ","3","test_ops07_vno_api_token_puede_consultar_estado[CVTR[02]-service-activation-service-activation]","tests.api","2026-07-20","passed","2026-07-20","TestEstadoOperacionVNOToken","test_operation_status","",""
"
        ESCENARIO: 1000 activaciones paralelas → 0 txn_id duplicados en PostgreSQL.

        Resultado esperado: SELECT COUNT duplicados = 0. Todos los txn_id son UUID v4 válidos.
        ","0","test_db01_txn_id_uuid_unico_sin_duplicados","tests.api","2026-07-20","skipped","2026-07-20","TestIntegridadBaseDatos","test_database","",""
"PASO 2 — Consultar estado Alta.","3","test_e2e_02_estado_alta[Nokia-Claro]","tests.e2e","2026-07-20","passed","2026-07-20","TestLifecycleFTTHAllVNOs","test_lifecycle_ftth_all_vnos","",""
"
        ESCENARIO: Consulta de estado con token de API VNO (no token de portal).

        ServiceNow usa su token VNO para consultar el estado de una operación
        que encoló previamente. El endpoint debe aceptar tokens de API VNO
        con scope komands:query, no solo tokens de portal con transaction:read.

        Resultado esperado: HTTP 200.
        ","3","test_ops07_vno_api_token_puede_consultar_estado[DTV[05]-fiber-change-fiber-change]","tests.api","2026-07-20","passed","2026-07-20","TestEstadoOperacionVNOToken","test_operation_status","",""
"
        Modificación de servicio: el servicio ya está inactivo en la OLT.

        El servidor real devuelve u_return_code=80 cuando intenta dar de baja
        un servicio que ya figura como inactivo — operación idempotente pero
        reportada como FAILED para visibilidad.
        ","4","test_rc005_modificacion_servicio_ya_inactivo","tests.api","2026-07-20","passed","2026-07-20","TestCodigosRealesJeffrey","test_return_codes_real","",""
